IdConta,Classe
1615,2.0
1623,1.0
1624,1.0
1626,2.0
1627,1.0
1630,1.0
1637,1.0
1641,2.0
1644,1.0
1645,2.0
1651,1.0
1653,1.0
1654,1.0
1655,2.0
1658,1.0
1660,2.0
1662,1.0
1663,1.0
1672,1.0
1673,1.0
1674,2.0
1676,1.0
1679,2.0
1680,1.0
1683,1.0
1684,2.0
1685,1.0
1690,2.0
1696,1.0
1701,1.0
1704,1.0
1705,1.0
1707,1.0
1708,1.0
1709,1.0
1710,2.0
1714,1.0
1715,1.0
1720,2.0
1721,1.0
1722,2.0
1726,1.0
1727,1.0
1730,2.0
1731,2.0
1732,2.0
1733,1.0
1738,2.0
1741,2.0
1743,2.0
1748,1.0
1752,1.0
1753,1.0
1759,1.0
1760,1.0
1762,1.0
1763,1.0
1764,1.0
1766,1.0
1769,1.0
1770,1.0
1771,1.0
1772,2.0
1775,2.0
1777,1.0
1778,2.0
1779,1.0
1786,1.0
1790,1.0
1792,2.0
1793,2.0
1794,1.0
1796,2.0
1797,1.0
1800,1.0
1803,2.0
1807,1.0
1815,1.0
1819,1.0
1822,1.0
1825,1.0
1827,1.0
1828,1.0
1829,1.0
1831,2.0
1832,1.0
1834,2.0
1835,2.0
1841,2.0
1842,1.0
1844,2.0
1847,2.0
1848,2.0
1853,2.0
1856,2.0
1859,2.0
1862,1.0
1863,1.0
1864,1.0
1865,1.0
1868,2.0
1875,1.0
1881,1.0
1882,1.0
1883,2.0
1885,1.0
1886,1.0
1887,2.0
1891,1.0
1898,2.0
1904,2.0
1908,1.0
1911,2.0
1913,1.0
1914,2.0
1921,1.0
1924,2.0
1925,1.0
1927,2.0
1928,1.0
1929,2.0
1930,1.0
1933,2.0
1934,1.0
1936,1.0
1944,2.0
1945,1.0
1946,2.0
1947,1.0
1948,1.0
1950,1.0
1952,2.0
1954,1.0
1957,1.0
1959,1.0
1960,1.0
1962,1.0
1964,2.0
1965,1.0
1966,1.0
1967,2.0
1968,2.0
1975,1.0
1976,2.0
1986,1.0
1989,1.0
1992,2.0
1995,1.0
1999,2.0
2002,2.0
2003,1.0
2006,1.0
2007,1.0
2008,1.0
2010,2.0
2014,1.0
2015,1.0
2016,1.0
2018,1.0
2027,1.0
2028,1.0
2031,1.0
2032,1.0
2033,1.0
2034,1.0
2040,1.0
2041,1.0
2043,2.0
2044,1.0
2045,2.0
2052,1.0
2055,1.0
2058,1.0
2071,1.0
2073,1.0
2074,2.0
2077,2.0
2079,1.0
2081,2.0
2082,1.0
2088,1.0
2090,1.0
2091,1.0
2092,1.0
2093,1.0
2107,2.0
2109,2.0
2111,1.0
2112,1.0
2113,1.0
2114,2.0
2115,2.0
2117,1.0
2118,1.0
2121,2.0
2122,1.0
2123,2.0
2124,1.0
2129,2.0
2131,2.0
2132,1.0
2133,2.0
2134,1.0
2136,1.0
2137,1.0
2138,1.0
2140,2.0
2142,1.0
2145,1.0
2147,2.0
2149,1.0
2154,1.0
2156,2.0
2162,1.0
2163,1.0
2167,1.0
2172,1.0
2173,2.0
2174,1.0
2175,2.0
2179,1.0
2181,2.0
2182,1.0
2184,1.0
2187,2.0
2188,2.0
2189,1.0
2190,1.0
2198,1.0
2199,1.0
2203,1.0
2204,1.0
2205,1.0
2208,1.0
2211,2.0
2212,2.0
2214,1.0
2216,1.0
2219,1.0
2220,2.0
2227,1.0
2229,2.0
2230,2.0
2231,2.0
2234,2.0
2235,2.0
2237,1.0
2240,2.0
2241,1.0
2242,1.0
2245,2.0
2248,2.0
2251,2.0
2253,2.0
2255,2.0
2260,1.0
2262,1.0
2263,1.0
2264,1.0
2266,1.0
2269,1.0
2271,1.0
2272,2.0
2273,1.0
2279,1.0
2280,1.0
2282,1.0
2284,1.0
2285,1.0
2290,1.0
2298,1.0
2299,2.0
2300,1.0
2303,1.0
2306,1.0
2307,1.0
2308,1.0
2309,2.0
2312,2.0
2318,1.0
2320,2.0
2321,2.0
2324,2.0
2325,1.0
2327,2.0
2329,2.0
2331,1.0
2336,1.0
2337,2.0
2346,1.0
2347,1.0
2349,1.0
2350,2.0
2352,2.0
2354,1.0
2358,2.0
2360,1.0
2364,1.0
2365,1.0
2368,2.0
2369,2.0
2370,1.0
2371,2.0
2373,1.0
2377,2.0
2381,1.0
2383,1.0
2384,1.0
2387,1.0
2391,1.0
2392,1.0
2393,1.0
2402,2.0
2404,1.0
2406,2.0
2407,1.0
2408,1.0
2409,2.0
2410,1.0
2411,1.0
2412,1.0
2414,1.0
2416,1.0
2417,1.0
2418,1.0
2420,2.0
2423,2.0
2425,1.0
2428,2.0
2432,1.0
2435,1.0
2438,1.0
2441,1.0
2443,1.0
2444,1.0
2445,2.0
2448,1.0
2450,1.0
2452,1.0
2453,2.0
2454,1.0
2456,2.0
2457,1.0
2458,1.0
2459,1.0
2460,2.0
2465,1.0
2466,1.0
2470,2.0
2471,2.0
2472,2.0
2474,1.0
2476,1.0
2477,2.0
2479,1.0
2481,1.0
2485,1.0
2488,1.0
2492,1.0
2493,1.0
2502,2.0
2505,1.0
2506,1.0
2507,1.0
2510,1.0
2512,1.0
2514,2.0
2516,1.0
2517,1.0
2519,1.0
2526,1.0
2527,2.0
2529,1.0
2531,1.0
2534,1.0
2535,1.0
2538,1.0
2539,2.0
2541,1.0
2543,2.0
2544,1.0
2546,1.0
2549,1.0
2554,1.0
2556,1.0
2557,1.0
2558,1.0
2559,2.0
2560,1.0
2561,1.0
2564,1.0
2565,1.0
2567,2.0
2575,1.0
2577,1.0
2580,1.0
2582,1.0
2584,1.0
2590,1.0
2592,2.0
2594,1.0
2595,2.0
2596,1.0
2601,1.0
2604,1.0
2606,1.0
2607,2.0
2608,1.0
2611,2.0
2614,2.0
2616,1.0
2617,1.0
2618,1.0
2622,1.0
2623,1.0
2624,1.0
2625,2.0
2626,1.0
2627,2.0
2630,1.0
2636,1.0
2638,2.0
2639,2.0
2642,1.0
2644,1.0
2645,1.0
2646,2.0
2648,1.0
2649,2.0
2650,1.0
2656,1.0
2658,1.0
2662,1.0
2664,2.0
2665,1.0
2666,2.0
2671,1.0
2672,2.0
2675,1.0
2676,2.0
2678,2.0
2682,1.0
2683,2.0
2685,2.0
2689,1.0
2695,1.0
2697,1.0
2702,1.0
2703,1.0
2705,2.0
2706,1.0
2710,1.0
2711,2.0
2715,2.0
2716,1.0
2717,1.0
2719,1.0
2724,2.0
2725,1.0
2730,1.0
2733,2.0
2735,2.0
2739,1.0
2741,1.0
2743,2.0
2745,1.0
2749,2.0
2751,2.0
2754,1.0
2755,1.0
2758,1.0
2762,2.0
2763,1.0
2766,1.0
2769,1.0
2772,2.0
2773,2.0
2776,1.0
2779,1.0
2782,1.0
2785,1.0
2787,2.0
2793,1.0
2795,1.0
2796,1.0
2798,1.0
2800,1.0
2802,1.0
2804,1.0
2806,1.0
2807,2.0
2808,2.0
2809,1.0
2810,1.0
2811,1.0
2812,2.0
2813,2.0
2817,1.0
2824,2.0
2825,1.0
2828,2.0
2830,1.0
2835,2.0
2836,1.0
2837,1.0
2841,1.0
2842,1.0
2845,1.0
2847,1.0
2848,1.0
2849,1.0
2850,1.0
2853,1.0
2855,1.0
2856,2.0
2859,2.0
2861,1.0
2866,1.0
2870,2.0
2871,1.0
2872,1.0
2876,1.0
2877,1.0
2880,1.0
2882,2.0
2887,1.0
2893,1.0
2895,2.0
2897,1.0
2904,2.0
2907,1.0
2908,1.0
2910,2.0
2913,1.0
2914,1.0
2922,2.0
2927,2.0
2934,1.0
2936,1.0
2938,2.0
2940,2.0
2945,2.0
2946,2.0
2947,2.0
2948,2.0
2950,1.0
2951,1.0
2952,2.0
2956,1.0
2957,2.0
2958,1.0
2959,1.0
2961,2.0
2965,1.0
2967,2.0
2971,2.0
2972,2.0
2973,1.0
2974,1.0
2979,2.0
2980,1.0
2982,1.0
2984,1.0
2985,1.0
2992,1.0
2994,1.0
2995,1.0
2996,1.0
2998,1.0
3000,1.0
3005,1.0
3006,1.0
3008,1.0
3012,1.0
3015,1.0
3018,1.0
3020,1.0
3021,2.0
3024,1.0
3025,1.0
3026,1.0
3027,2.0
3028,2.0
3029,1.0
3034,2.0
3035,1.0
3041,1.0
3042,1.0
3043,2.0
3046,2.0
3049,1.0
3051,1.0
3052,2.0
3053,1.0
3054,1.0
3055,1.0
3057,1.0
3060,1.0
3063,1.0
3065,2.0
3066,2.0
3070,1.0
3071,1.0
3072,1.0
3073,1.0
3074,1.0
3075,1.0
3076,1.0
3079,1.0
3081,2.0
3090,1.0
3093,2.0
3094,2.0
3097,1.0
3099,1.0
3103,1.0
3106,2.0
3109,1.0
3111,1.0
3113,1.0
3118,1.0
3120,2.0
3123,2.0
3124,1.0
3125,2.0
3134,2.0
3136,2.0
3137,1.0
3138,1.0
3142,1.0
3146,1.0
3147,1.0
3152,2.0
3153,1.0
3162,2.0
3163,1.0
3165,1.0
3172,1.0
3176,1.0
3178,2.0
3181,1.0
3183,1.0
3187,1.0
3188,2.0
3189,1.0
3191,1.0
3195,1.0
3196,1.0
3197,1.0
3198,2.0
3200,1.0
3202,2.0
3203,1.0
3206,1.0
3207,1.0
3213,1.0
3214,1.0
3216,1.0
3218,1.0
3219,1.0
3221,2.0
3222,1.0
3223,2.0
3225,2.0
3226,1.0
3231,2.0
3234,2.0
3235,1.0
3236,1.0
3237,1.0
3239,2.0
3240,1.0
3241,2.0
3243,1.0
3251,1.0
3253,1.0
3255,1.0
3258,1.0
3264,1.0
3271,1.0
3272,1.0
3274,1.0
3278,1.0
3282,1.0
3284,1.0
3287,1.0
3288,1.0
3295,1.0
3297,1.0
3299,2.0
3303,1.0
3304,1.0
3305,1.0
3307,2.0
3312,2.0
3313,2.0
3320,1.0
3325,1.0
3328,1.0
3330,1.0
3332,1.0
3333,1.0
3334,2.0
3337,1.0
3338,2.0
3339,1.0
3342,1.0
3346,1.0
3347,1.0
3349,2.0
3350,1.0
3354,1.0
3355,2.0
3356,2.0
3358,1.0
3362,2.0
3363,1.0
3365,1.0
3367,1.0
3370,1.0
3372,2.0
3373,1.0
3374,1.0
3375,1.0
3377,2.0
3383,2.0
3385,1.0
3386,1.0
3388,1.0
3390,2.0
3391,1.0
3392,1.0
3395,1.0
3396,1.0
3397,1.0
3398,1.0
3403,1.0
3404,2.0
3405,1.0
3406,1.0
3408,1.0
3411,1.0
3418,1.0
3420,1.0
3422,2.0
3423,1.0
3427,1.0
3431,1.0
3432,1.0
3437,2.0
3447,1.0
3448,1.0
3451,2.0
3452,1.0
3460,2.0
3462,1.0
3465,1.0
3467,1.0
3474,1.0
3477,1.0
3478,1.0
3479,1.0
3481,1.0
3482,1.0
3484,1.0
3489,2.0
3491,2.0
3493,1.0
3499,1.0
3504,2.0
3505,1.0
3506,1.0
3509,1.0
3510,2.0
3511,1.0
3514,2.0
3517,2.0
3522,1.0
3526,1.0
3527,1.0
3528,1.0
3530,1.0
3531,1.0
3534,2.0
3537,2.0
3538,2.0
3540,1.0
3541,2.0
3542,1.0
3550,1.0
3552,2.0
3553,1.0
3554,1.0
3557,2.0
3558,1.0
3562,1.0
3563,1.0
3567,1.0
3568,1.0
3573,1.0
3574,2.0
3579,1.0
3584,1.0
3586,1.0
3590,1.0
3591,1.0
3593,2.0
3598,1.0
3600,1.0
3601,1.0
3602,1.0
3605,2.0
3608,2.0
3612,2.0
3613,2.0
3614,1.0
3615,2.0
3617,1.0
3619,1.0
3622,1.0
3623,1.0
3624,2.0
3625,1.0
3634,1.0
3635,1.0
3636,2.0
3637,1.0
3638,1.0
3641,1.0
3644,2.0
3648,1.0
3652,1.0
3654,1.0
3661,2.0
3662,2.0
3667,1.0
3671,1.0
3674,1.0
3677,2.0
3679,1.0
3684,2.0
3685,2.0
3686,2.0
3687,1.0
3693,1.0
3697,1.0
3704,2.0
3705,1.0
3707,1.0
3708,2.0
3709,1.0
3715,2.0
3726,1.0
3727,1.0
3728,1.0
3729,1.0
3730,1.0
3731,1.0
3732,2.0
3735,2.0
3736,2.0
3737,1.0
3738,1.0
3739,1.0
3742,1.0
3744,2.0
3745,2.0
3747,1.0
3749,1.0
3750,1.0
3754,1.0
3758,1.0
3761,2.0
3769,1.0
3774,1.0
3777,2.0
3778,1.0
3781,2.0
3782,1.0
3783,1.0
3786,1.0
3787,1.0
3788,1.0
3793,1.0
3795,1.0
3797,2.0
3798,1.0
3802,2.0
3804,2.0
3807,2.0
3808,2.0
3809,2.0
3812,1.0
3813,1.0
3814,1.0
3815,1.0
3816,1.0
3819,1.0
3822,1.0
3824,2.0
3826,1.0
3828,2.0
3829,1.0
3830,1.0
3832,2.0
3836,2.0
3837,2.0
3838,2.0
3839,1.0
3841,2.0
3842,2.0
3845,1.0
3849,1.0
3855,1.0
3857,1.0
3860,1.0
3861,2.0
3862,2.0
3866,2.0
3867,1.0
3869,1.0
3871,1.0
3876,1.0
3879,2.0
3881,2.0
3888,1.0
3890,1.0
3892,1.0
3893,1.0
3894,2.0
3895,2.0
3899,2.0
3901,1.0
3902,1.0
3904,1.0
3906,1.0
3907,1.0
3909,1.0
3910,1.0
3911,1.0
3914,1.0
3915,2.0
3920,2.0
3922,1.0
3924,2.0
3928,2.0
3930,1.0
3932,1.0
3937,2.0
3947,1.0
3948,1.0
3949,1.0
3951,2.0
3952,2.0
3958,2.0
3959,1.0
3961,2.0
3963,1.0
3968,1.0
3970,1.0
3973,1.0
3977,1.0
3978,1.0
3980,2.0
3982,1.0
3985,1.0
3992,2.0
3996,1.0
3997,1.0
4005,2.0
4008,2.0
4012,2.0
4015,1.0
4016,2.0
4020,2.0
4021,1.0
4024,1.0
4025,1.0
4026,2.0
4029,1.0
4030,2.0
4031,1.0
4032,1.0
4034,1.0
4035,1.0
4038,1.0
4040,1.0
4041,2.0
4042,1.0
4043,2.0
4044,1.0
4045,2.0
4047,1.0
4051,2.0
4058,2.0
4060,1.0
4066,2.0
4067,1.0
4068,1.0
4070,1.0
4074,1.0
4076,1.0
4077,2.0
4078,1.0
4080,2.0
4083,2.0
4085,1.0
4087,1.0
4089,1.0
4090,1.0
4095,2.0
4097,1.0
4098,2.0
4099,1.0
4100,1.0
4102,1.0
4104,1.0
4106,1.0
4107,2.0
4108,1.0
4112,2.0
4113,1.0
4114,1.0
4115,1.0
4117,1.0
4118,2.0
4119,2.0
4120,2.0
4123,2.0
4126,1.0
4127,2.0
4132,1.0
4135,1.0
4136,1.0
4138,2.0
4139,1.0
4140,2.0
4141,2.0
4142,1.0
4143,1.0
4147,1.0
4153,1.0
4154,1.0
4155,1.0
4156,1.0
4162,1.0
4168,1.0
4169,1.0
4173,1.0
4174,1.0
4178,1.0
4179,1.0
4181,1.0
4182,1.0
4183,2.0
4187,1.0
4188,1.0
4190,2.0
4191,2.0
4194,1.0
4195,2.0
4197,1.0
4199,1.0
4203,1.0
4204,1.0
4205,2.0
4207,2.0
4213,1.0
4214,1.0
4215,1.0
4216,1.0
4217,1.0
4219,2.0
4221,1.0
4222,2.0
4223,1.0
4224,1.0
4232,1.0
4241,2.0
4243,2.0
4245,1.0
4248,1.0
4249,2.0
4250,1.0
4251,2.0
4253,1.0
4254,1.0
4257,1.0
4263,1.0
4266,2.0
4267,1.0
4271,1.0
4273,1.0
4278,1.0
4279,1.0
4280,1.0
4294,2.0
4295,1.0
4297,2.0
4298,1.0
4302,2.0
4303,1.0
4304,1.0
4305,1.0
4306,1.0
4309,1.0
4310,2.0
4312,1.0
4313,2.0
4314,1.0
4315,1.0
4316,2.0
4317,1.0
4319,1.0
4321,1.0
4322,1.0
4323,2.0
4325,1.0
4331,2.0
4332,1.0
4336,1.0
4339,1.0
4340,1.0
4351,2.0
4352,2.0
4353,1.0
4356,2.0
4359,1.0
4361,1.0
4363,1.0
4364,1.0
4366,2.0
4367,1.0
4368,1.0
4369,1.0
4370,2.0
4371,1.0
4374,1.0
4375,1.0
4381,1.0
4384,1.0
4385,1.0
4391,1.0
4393,1.0
4394,1.0
4395,1.0
4397,2.0
4398,2.0
4400,1.0
4402,1.0
4404,2.0
4405,1.0
4408,1.0
4411,2.0
4412,2.0
4414,1.0
4417,1.0
4420,2.0
4421,1.0
4423,1.0
4424,1.0
4426,1.0
4427,1.0
4428,1.0
4433,2.0
4434,2.0
4448,2.0
4449,1.0
4450,1.0
4452,1.0
4453,1.0
4454,1.0
4459,1.0
4461,2.0
4462,1.0
4466,1.0
4469,1.0
4470,1.0
4475,1.0
4480,1.0
4483,2.0
4486,1.0
4492,1.0
4493,1.0
4497,1.0
4498,1.0
4499,1.0
4502,2.0
4506,1.0
4508,1.0
4509,1.0
4512,2.0
4513,1.0
4517,1.0
4520,2.0
4521,1.0
4522,2.0
4523,2.0
4526,2.0
4528,1.0
4529,1.0
4530,1.0
4538,2.0
4539,2.0
4542,2.0
4544,2.0
4546,2.0
4550,1.0
4551,1.0
4554,1.0
4558,1.0
4559,1.0
4561,1.0
4564,1.0
4581,1.0
4582,2.0
4585,1.0
4588,2.0
4591,1.0
4597,2.0
4598,2.0
4601,1.0
4602,2.0
4603,1.0
4610,2.0
4620,1.0
4621,1.0
4622,1.0
4623,1.0
4624,1.0
4625,1.0
4627,2.0
4628,1.0
4629,1.0
4633,2.0
4634,1.0
4635,1.0
4636,1.0
4637,1.0
4645,2.0
4646,1.0
4654,2.0
4657,1.0
4658,2.0
4659,1.0
4664,1.0
4666,1.0
4668,2.0
4671,2.0
4673,1.0
4678,1.0
4681,2.0
4684,1.0
4686,1.0
4689,2.0
4690,1.0
4692,2.0
4693,1.0
4695,1.0
4697,1.0
4698,1.0
4701,1.0
4705,2.0
4710,1.0
4711,1.0
4716,2.0
4717,2.0
4725,1.0
4726,1.0
4730,2.0
4734,1.0
4744,1.0
4750,1.0
4754,1.0
4755,2.0
4757,2.0
4758,1.0
4760,2.0
4761,2.0
4770,1.0
4772,1.0
4774,2.0
4776,1.0
4779,1.0
4784,2.0
4786,1.0
4787,1.0
4789,1.0
4790,1.0
4791,1.0
4794,2.0
4803,1.0
4804,2.0
4808,1.0
4812,1.0
4813,2.0
4814,1.0
4816,1.0
4818,1.0
4821,1.0
4826,2.0
4829,1.0
4831,1.0
4836,2.0
4837,1.0
4840,1.0
4843,2.0
4845,1.0
4846,2.0
4847,1.0
4849,2.0
4850,2.0
4851,1.0
4852,1.0
4853,2.0
4856,1.0
4857,1.0
4859,1.0
4860,1.0
4864,2.0
4865,1.0
4866,2.0
4869,1.0
4871,1.0
4875,1.0
4877,1.0
4878,1.0
4880,1.0
4883,2.0
4884,2.0
4886,1.0
4889,2.0
4892,2.0
4894,1.0
4895,1.0
4896,1.0
4897,1.0
4899,2.0
4900,1.0
4902,2.0
4904,2.0
4908,1.0
4909,1.0
4911,1.0
4912,1.0
4913,1.0
4918,1.0
4919,1.0
4923,2.0
4924,1.0
4927,2.0
4928,2.0
4931,1.0
4935,1.0
4937,1.0
4938,2.0
4940,1.0
4942,1.0
4943,1.0
4945,1.0
4946,1.0
4947,1.0
4948,1.0
4950,2.0
4952,2.0
4953,1.0
4955,1.0
4956,1.0
4958,1.0
4960,2.0
4961,1.0
4962,2.0
4963,2.0
4964,2.0
4965,1.0
4966,2.0
4970,1.0
4973,1.0
4976,1.0
4977,1.0
4982,1.0
4983,2.0
4985,1.0
4987,2.0
4988,1.0
4991,2.0
4992,1.0
4998,2.0
5002,1.0
5003,1.0
5009,2.0
5010,1.0
5012,2.0
